"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","TradeFlowName","TradeFlowCode","2018 in 1000 USD ","2019 in 1000 USD ","2020 in 1000 USD ","2021 in 1000 USD ","2022 in 1000 USD ","2023 in 1000 USD "
"H5","AGO"," Total","Angola","NGA","Nigeria","Import",5,4122.729,4476.87,4287.814,3996.776,8387.105,
"H5","AGO"," Total","Angola","NIC","Nicaragua","Export",6,,,9.398,8.05,,
"H5","AGO"," Total","Angola","NIC","Nicaragua","Import",5,27.228,794.919,77.904,52.044,59.073,
"H5","AGO"," Total","Angola","NIU","Niue","Export",6,9.395,,,,,
"H5","AGO"," Total","Angola","NIU","Niue","Import",5,,,,,1.647,
"H5","AGO"," Total","Angola","NLD","Netherlands","Export",6,147678.728,199776.217,233681.343,460248.777,3425488.696,
"H5","AGO"," Total","Angola","NLD","Netherlands","Import",5,217960.953,119178.394,129144.579,432098.715,1215628.098,
"H5","AGO"," Total","Angola","NOR","Norway","Export",6,8548.306,147786.607,85169.829,4403.747,3721.602,
"H5","AGO"," Total","Angola","NOR","Norway","Import",5,209505.135,86274.587,168674.687,174028.098,125734.303,
"H5","AGO"," Total","Angola","NPL","Nepal","Import",5,,,129.031,1.038,1.087,
"H5","AGO"," Total","Angola","NRU","Nauru","Import",5,47.864,381.628,23.42,2.848,0.146,
"H5","AGO"," Total","Angola","NZL","New Zealand","Export",6,1.175,7.922,,368.374,42.177,
"H5","AGO"," Total","Angola","NZL","New Zealand","Import",5,7112.146,8999.415,2730.127,3154.008,10170.88,
"H5","AGO"," Total","Angola","OAS","Other Asia, nes","Export",6,145025.028,199978.403,299933.221,135105.848,713625.695,
"H5","AGO"," Total","Angola","OAS","Other Asia, nes","Import",5,17929.149,8500.513,6063.863,10323.302,132693.973,
"H5","AGO"," Total","Angola","OMN","Oman","Export",6,72.348,92.052,34.636,24.441,17.757,
"H5","AGO"," Total","Angola","OMN","Oman","Import",5,8662.179,7457.167,7096.702,2734.14,5371.49,
"H5","AGO"," Total","Angola","PAK","Pakistan","Export",6,451.589,68.121,12368.886,281446.85,70527.664,
"H5","AGO"," Total","Angola","PAK","Pakistan","Import",5,20036.259,25479.585,29616.078,16362.681,18445.972,
"H5","AGO"," Total","Angola","PAN","Panama","Export",6,109911.843,28602.522,6.688,33.415,121.57,
"H5","AGO"," Total","Angola","PAN","Panama","Import",5,7017.194,1733.572,28825.378,4777.601,7973.401,
"H5","AGO"," Total","Angola","PCN","Pitcairn","Export",6,14.498,,,,,
"H5","AGO"," Total","Angola","PCN","Pitcairn","Import",5,,0.039,,,135.379,
"H5","AGO"," Total","Angola","PER","Peru","Export",6,6.538,85357.724,1.1,13.865,,
"H5","AGO"," Total","Angola","PER","Peru","Import",5,856.96,1065.566,308.937,382.997,237.92,
"H5","AGO"," Total","Angola","PHL","Philippines","Export",6,7.069,3.272,12841.977,68.034,0.43,
"H5","AGO"," Total","Angola","PHL","Philippines","Import",5,329.288,463.906,638.404,683.666,863.869,
"H5","AGO"," Total","Angola","PNG","Papua New Guinea","Export",6,4.026,,,12.093,,
"H5","AGO"," Total","Angola","PNG","Papua New Guinea","Import",5,1.033,296.178,0.049,0.094,,
"H5","AGO"," Total","Angola","POL","Poland","Export",6,267.274,215239.72,581.78,278.053,1539.28,
"H5","AGO"," Total","Angola","POL","Poland","Import",5,15970.733,18026.167,15444.201,18257.53,83694.473,
"H5","AGO"," Total","Angola","PRK","Korea, Dem. Rep.","Export",6,0.001,0.2,,,,
"H5","AGO"," Total","Angola","PRK","Korea, Dem. Rep.","Import",5,3128.42,14150.699,2428.705,1648.906,3530.526,
"H5","AGO"," Total","Angola","PRT","Portugal","Export",6,1062698.307,1108453.345,259284.331,80821.357,710291.298,
"H5","AGO"," Total","Angola","PRT","Portugal","Import",5,2187650.971,1826591.575,1294278.134,1357747.669,1912298.121,
"H5","AGO"," Total","Angola","PRY","Paraguay","Export",6,827.555,,10.046,,,
"H5","AGO"," Total","Angola","PRY","Paraguay","Import",5,10645.415,6006.718,4893.318,5530.703,5283.668,
"H5","AGO"," Total","Angola","PSE","Occ.Pal.Terr","Import",5,,0.108,,,,
"H5","AGO"," Total","Angola","PYF","French Polynesia","Import",5,,,,0.052,,
"H5","AGO"," Total","Angola","QAT","Qatar","Export",6,1239.825,231.808,199.59,267.546,323.53,
"H5","AGO"," Total","Angola","QAT","Qatar","Import",5,5465.589,7519.374,9924.407,12182.584,19456.238,
"H5","AGO"," Total","Angola","ROM","Romania","Export",6,207.742,30.916,71.849,44.374,1250.224,
"H5","AGO"," Total","Angola","ROM","Romania","Import",5,11718.216,2194.065,2668.317,9018.174,15202.134,
"H5","AGO"," Total","Angola","RUS","Russian Federation","Export",6,3993.908,156.824,224.574,472.014,681.457,
"H5","AGO"," Total","Angola","RUS","Russian Federation","Import",5,95275.059,75514.667,105958.342,184940.977,96971.52,
"H5","AGO"," Total","Angola","RWA","Rwanda","Export",6,,0.735,2.204,4.862,,
"H5","AGO"," Total","Angola","RWA","Rwanda","Import",5,,3.315,502.878,125.334,82.595,
"H5","AGO"," Total","Angola","SAU","Saudi Arabia","Export",6,489.901,624.65,317.64,274.521,358.393,
"H5","AGO"," Total","Angola","SAU","Saudi Arabia","Import",5,45783.185,40625.164,55016.592,41902.621,67693.297,
"H5","AGO"," Total","Angola","SEN","Senegal","Export",6,1311.969,1547.96,4198.16,11490.672,6831.78,
"H5","AGO"," Total","Angola","SEN","Senegal","Import",5,718.948,350.304,1198.323,306.688,3563.424,
"H5","AGO"," Total","Angola","SER","Serbia, FR(Serbia/Montenegro)","Export",6,2.028,,,5.084,,
"H5","AGO"," Total","Angola","SER","Serbia, FR(Serbia/Montenegro)","Import",5,120.156,2079.237,1642.702,679.893,1515.692,
"H5","AGO"," Total","Angola","SGP","Singapore","Export",6,348480.697,334820.078,423963.785,752118.625,411356.07,
"H5","AGO"," Total","Angola","SGP","Singapore","Import",5,1542715.001,229296.59,96108.542,61714.308,73010.074,
"H5","AGO"," Total","Angola","SHN","Saint Helena","Import",5,,108.451,10.387,1.262,2.502,
"H5","AGO"," Total","Angola","SLB","Solomon Islands","Export",6,,0,,,,
"H5","AGO"," Total","Angola","SLB","Solomon Islands","Import",5,,,0.919,0.045,,
"H5","AGO"," Total","Angola","SLE","Sierra Leone","Export",6,1.187,1.479,157.52,35.368,326.463,
"H5","AGO"," Total","Angola","SLE","Sierra Leone","Import",5,104.135,30.81,44.22,7.031,301.011,
"H5","AGO"," Total","Angola","SLV","El Salvador","Import",5,3.283,23.723,8.2,0.369,,
"H5","AGO"," Total","Angola","SMR","San Marino","Export",6,,1.013,,,,
"H5","AGO"," Total","Angola","SMR","San Marino","Import",5,,,0.252,0.144,,
"H5","AGO"," Total","Angola","SOM","Somalia","Export",6,,41.043,,,,
"H5","AGO"," Total","Angola","SOM","Somalia","Import",5,32.76,,0.394,4.456,17.371,
"H5","AGO"," Total","Angola","STP","Sao Tome and Principe","Export",6,25955.409,9212.884,2964.126,2910.71,36230.703,
"H5","AGO"," Total","Angola","STP","Sao Tome and Principe","Import",5,150.299,338.481,483.475,142.61,1347.937,
"H5","AGO"," Total","Angola","SUD","Sudan","Export",6,1.676,85.391,14.158,25.699,6.472,
"H5","AGO"," Total","Angola","SUD","Sudan","Import",5,0.221,380.008,23.312,204.606,1016.593,
"H5","AGO"," Total","Angola","SUR","Suriname","Import",5,18.498,90.151,2.031,,43.387,
"H5","AGO"," Total","Angola","SVK","Slovak Republic","Export",6,,0.005,,,,
"H5","AGO"," Total","Angola","SVK","Slovak Republic","Import",5,2583.059,952.526,1235.348,881.418,1429.649,
"H5","AGO"," Total","Angola","SVN","Slovenia","Export",6,,,,,2.035,
"H5","AGO"," Total","Angola","SVN","Slovenia","Import",5,3060.699,1292.497,1864.802,955.776,1992.258,
"H5","AGO"," Total","Angola","SWE","Sweden","Export",6,8.321,21073.778,114.797,186.486,346.543,
"H5","AGO"," Total","Angola","SWE","Sweden","Import",5,22255.167,27659.071,28686.34,74215.732,115037.751,
"H5","AGO"," Total","Angola","SWZ","Eswatini","Export",6,,16.597,,,,
"H5","AGO"," Total","Angola","SWZ","Eswatini","Import",5,30676.302,16641.129,4876.359,6331.499,26199.549,
"H5","AGO"," Total","Angola","SYC","Seychelles","Export",6,114191.45,,114.598,2.052,0.076,
"H5","AGO"," Total","Angola","SYC","Seychelles","Import",5,500.663,2074.178,433.904,,2.819,
"H5","AGO"," Total","Angola","SYR","Syrian Arab Republic","Export",6,,,,2.259,,
"H5","AGO"," Total","Angola","SYR","Syrian Arab Republic","Import",5,11.652,,201.075,205.018,16.456,
"H5","AGO"," Total","Angola","TCA","Turks and Caicos Isl.","Export",6,15.587,1.316,,0.535,82.573,
"H5","AGO"," Total","Angola","TCA","Turks and Caicos Isl.","Import",5,235.681,89.932,26235.417,305.158,673.607,
"H5","AGO"," Total","Angola","TCD","Chad","Export",6,1157.368,46.761,54.746,7.325,421.112,
"H5","AGO"," Total","Angola","TCD","Chad","Import",5,41.367,,5522.029,,61.642,
"H5","AGO"," Total","Angola","TGO","Togo","Export",6,239.871,29276.797,87310.978,38416.29,31537.807,
"H5","AGO"," Total","Angola","TGO","Togo","Import",5,952383.572,393084.698,96391.107,687689.058,121803.383,
"H5","AGO"," Total","Angola","THA","Thailand","Export",6,649626.328,631129.777,876456.197,1004833.53,885473.95,
"H5","AGO"," Total","Angola","THA","Thailand","Import",5,321769.25,259301.05,251809.578,154310.36,159216.51,
"H5","AGO"," Total","Angola","TKL","Tokelau","Import",5,775.941,20.06,542.718,13.424,43.249,
"H5","AGO"," Total","Angola","TKM","Turkmenistan","Export",6,1.025,5.714,,,,
"H5","AGO"," Total","Angola","TKM","Turkmenistan","Import",5,0.516,,0.325,,,
"H5","AGO"," Total","Angola","TMP","East Timor","Export",6,,4.147,0.798,,,
"H5","AGO"," Total","Angola","TMP","East Timor","Import",5,577.393,44.901,76.947,27.662,228.526,
"H5","AGO"," Total","Angola","TON","Tonga","Import",5,,0.693,1.149,0.077,,
"H5","AGO"," Total","Angola","TTO","Trinidad and Tobago","Export",6,162.046,125.225,2.889,177.761,13.08,
"H5","AGO"," Total","Angola","TTO","Trinidad and Tobago","Import",5,142.609,17.656,191.758,5070.503,378.197,
"H5","AGO"," Total","Angola","TUN","Tunisia","Export",6,111.534,88.374,3.066,5.524,16.618,
"H5","AGO"," Total","Angola","TUN","Tunisia","Import",5,10273.994,12678.598,7035.577,9597.497,9953.431,
"H5","AGO"," Total","Angola","TUR","Turkey","Export",6,929.965,548.966,67613.673,5981.207,114843.446,
"H5","AGO"," Total","Angola","TUR","Turkey","Import",5,368862.601,293474.617,237105.495,243920.647,298872.226,
"H5","AGO"," Total","Angola","TUV","Tuvalu","Import",5,,,,,0.053,
"H5","AGO"," Total","Angola","TZA","Tanzania","Export",6,423.136,142.61,12.602,498.36,34.655,
"H5","AGO"," Total","Angola","TZA","Tanzania","Import",5,1395.649,2231.175,3708.082,1856.609,2069.327,
"H5","AGO"," Total","Angola","UGA","Uganda","Export",6,12.349,9.278,0.143,0.119,43.582,
"H5","AGO"," Total","Angola","UGA","Uganda","Import",5,438.511,31.968,57.502,963.352,3325.553,
"H5","AGO"," Total","Angola","UKR","Ukraine","Export",6,156.077,72.909,1.793,13.818,2.721,
"H5","AGO"," Total","Angola","UKR","Ukraine","Import",5,39020.469,37411.904,5479.364,21989.575,12244.118,
"H5","AGO"," Total","Angola","UMI","United States Minor Outlying I","Import",5,,6.778,,28.684,51.129,
"H5","AGO"," Total","Angola","UNS","Unspecified","Export",6,423008.886,285360.578,98357.976,318057.993,455429.021,
"H5","AGO"," Total","Angola","UNS","Unspecified","Import",5,,,,,1.192,
"H5","AGO"," Total","Angola","URY","Uruguay","Export",6,320586.229,336320.231,152903.824,333653.106,,
"H5","AGO"," Total","Angola","URY","Uruguay","Import",5,17434.601,6478.609,21915.058,1399.442,2096.747,
"H5","AGO"," Total","Angola","USA","United States","Export",6,1371979.959,880576.058,371998.42,459769.467,625960.358,
"H5","AGO"," Total","Angola","USA","United States","Import",5,788583.199,666630.173,610809.352,521522.079,831449.004,
"H5","AGO"," Total","Angola","UZB","Uzbekistan","Export",6,,0.069,,,,
"H5","AGO"," Total","Angola","UZB","Uzbekistan","Import",5,0.033,1.844,0.219,226.072,1.014,
"H5","AGO"," Total","Angola","VAT","Holy See","Import",5,0.002,18.501,1.198,0.001,0.642,
"H5","AGO"," Total","Angola","VCT","St. Vincent and the Grenadines","Export",6,,0,,1.361,0.583,
"H5","AGO"," Total","Angola","VCT","St. Vincent and the Grenadines","Import",5,0.303,1.928,,125.787,0.025,
"H5","AGO"," Total","Angola","VEN","Venezuela","Export",6,15.577,159.576,,129.265,,
"H5","AGO"," Total","Angola","VEN","Venezuela","Import",5,163.31,3014.395,2663.118,21.224,72.812,
"H5","AGO"," Total","Angola","VGB","British Virgin Islands","Import",5,3622.431,437.062,93.845,56.091,12.727,
"H5","AGO"," Total","Angola","VNM","Vietnam","Export",6,27801.932,15948.557,33154.402,29197.668,34364.588,
"H5","AGO"," Total","Angola","VNM","Vietnam","Import",5,25975.383,24642.017,14981.44,8860.765,17302.935,
"H5","AGO"," Total","Angola","VUT","Vanuatu","Export",6,,0,0,0,0,
"H5","AGO"," Total","Angola","VUT","Vanuatu","Import",5,,8.526,,57.169,0.441,
"H5","AGO"," Total","Angola","WLF","Wallis and Futura Isl.","Import",5,,,,,0.843,
"H5","AGO"," Total","Angola","WSM","Samoa","Export",6,,,,0,,
"H5","AGO"," Total","Angola","YEM","Yemen","Import",5,79.734,,,,34.028,
"H5","AGO"," Total","Angola","ZAF","South Africa","Export",6,1148516.168,339187.502,189072.666,501994.777,337721.576,
"H5","AGO"," Total","Angola","ZAF","South Africa","Import",5,603951.326,503074.996,390594.12,354431.405,519324.686,
"H5","AGO"," Total","Angola","ZAR","Congo, Dem. Rep.","Export",6,83719.745,122933.844,48576.757,250779.379,91592.018,
"H5","AGO"," Total","Angola","ZAR","Congo, Dem. Rep.","Import",5,2072.663,4169.39,3377.582,6757.836,12193.61,
"H5","AGO"," Total","Angola","ZMB","Zambia","Export",6,114.164,345.844,178.74,32.892,246.925,
"H5","AGO"," Total","Angola","ZMB","Zambia","Import",5,3899.862,3359.587,1271.251,1684.999,5005.334,
"H5","AGO"," Total","Angola","ZWE","Zimbabwe","Export",6,33.804,2.717,136.408,0.195,1276.65,
"H5","AGO"," Total","Angola","ZWE","Zimbabwe","Import",5,680.556,5410.737,579.412,575.481,1391.336,
"H5","ALB"," Total","Albania","AFG","Afghanistan","Export",6,,36.31,,5.699,,
"H5","ALB"," Total","Albania","AFG","Afghanistan","Import",5,46.259,0.434,,0.313,,
"H5","ALB"," Total","Albania","AGO","Angola","Export",6,48.148,34.867,52.578,54.805,5.259,
"H5","ALB"," Total","Albania","AGO","Angola","Import",5,,53.39,,31.371,,
"H5","ALB"," Total","Albania","AIA","Anguila","Export",6,78.099,2.017,0.208,17.493,,
"H5","ALB"," Total","Albania","AIA","Anguila","Import",5,0.572,1.782,32.207,0.329,,
"H5","ALB"," Total","Albania","AND","Andorra","Import",5,,0.291,,30.977,23.387,
"H5","ALB"," Total","Albania","ARE","United Arab Emirates","Export",6,7436.315,7483.305,7562.451,8921.34,5223.885,
"H5","ALB"," Total","Albania","ARE","United Arab Emirates","Import",5,7492.859,9636.566,8726.723,13746.854,17673.091,
"H5","ALB"," Total","Albania","ARG","Argentina","Export",6,43.75,173.207,,158.876,191.869,
"H5","ALB"," Total","Albania","ARG","Argentina","Import",5,9493.566,8040.691,8884.258,11016.175,3495.142,
"H5","ALB"," Total","Albania","ARM","Armenia","Export",6,11.626,,122.027,7.307,,
"H5","ALB"," Total","Albania","ARM","Armenia","Import",5,15.276,2.747,12.798,2.433,64.462,
"H5","ALB"," Total","Albania","ASM","American Samoa","Import",5,0.201,,0.516,4.62,,
"H5","ALB"," Total","Albania","ATA","Antarctica","Import",5,,,2.294,,,
"H5","ALB"," Total","Albania","ATF","Fr. So. Ant. Tr","Export",6,,,,0.098,,
"H5","ALB"," Total","Albania","ATF","Fr. So. Ant. Tr","Import",5,,,,1.395,,
"H5","ALB"," Total","Albania","ATG","Antigua and Barbuda","Export",6,,,,20.103,,
"H5","ALB"," Total","Albania","ATG","Antigua and Barbuda","Import",5,123.772,418.529,476.921,34.378,145.555,
"H5","ALB"," Total","Albania","AUS","Australia","Export",6,1196.998,1331.544,1817.322,1175.136,427.723,
"H5","ALB"," Total","Albania","AUS","Australia","Import",5,1330.601,1174.356,1312.167,1753.952,3501.2,
"H5","ALB"," Total","Albania","AUT","Austria","Export",6,18037.635,16292.902,15170.33,24782.436,30338.195,
"H5","ALB"," Total","Albania","AUT","Austria","Import",5,61930.693,62164.736,51055.238,67456.928,73829.149,
"H5","ALB"," Total","Albania","AZE","Azerbaijan","Export",6,14.829,216.218,73.997,248.786,,
"H5","ALB"," Total","Albania","AZE","Azerbaijan","Import",5,9.472,647.029,4414.07,3413.107,135.838,
"H5","ALB"," Total","Albania","BDI","Burundi","Export",6,4.231,,,,,
"H5","ALB"," Total","Albania","BDI","Burundi","Import",5,,,4.672,2.317,,
"H5","ALB"," Total","Albania","BEL","Belgium","Export",6,3687.968,6866.901,4723.479,16884.099,5849.309,
"H5","ALB"," Total","Albania","BEL","Belgium","Import",5,33699.331,39330.097,40160.222,71127.462,65354.973,
"H5","ALB"," Total","Albania","BEN","Benin","Export",6,11.51,156.356,,18.103,,
"H5","ALB"," Total","Albania","BEN","Benin","Import",5,39.257,0.383,,0.033,,
"H5","ALB"," Total","Albania","BFA","Burkina Faso","Export",6,,,40.175,,,
"H5","ALB"," Total","Albania","BFA","Burkina Faso","Import",5,0.909,0.09,1.668,18.935,,
"H5","ALB"," Total","Albania","BGD","Bangladesh","Export",6,,,269.081,81.434,0,
"H5","ALB"," Total","Albania","BGD","Bangladesh","Import",5,10438.665,6600.498,6377.775,8187.905,20680.464,
"H5","ALB"," Total","Albania","BGR","Bulgaria","Export",6,27211.8,32100.879,33447.781,42061.777,41514.329,
"H5","ALB"," Total","Albania","BGR","Bulgaria","Import",5,82626.826,74680.417,59325.641,97782.5,152929.092,
"H5","ALB"," Total","Albania","BHR","Bahrain","Export",6,48.46,1.373,260.333,59.824,,
"H5","ALB"," Total","Albania","BHR","Bahrain","Import",5,9.463,127.74,1738.417,6568.377,1388.61,
"H5","ALB"," Total","Albania","BHS","Bahamas, The","Export",6,38.586,0.046,13.208,,,
"H5","ALB"," Total","Albania","BHS","Bahamas, The","Import",5,24.45,,19.01,81.692,,
"H5","ALB"," Total","Albania","BIH","Bosnia and Herzegovina","Export",6,12984.263,19007.678,16051.752,23416.376,20126.619,
"H5","ALB"," Total","Albania","BIH","Bosnia and Herzegovina","Import",5,23681.623,27094.111,22635.527,29217.38,40409.205,
"H5","ALB"," Total","Albania","BLR","Belarus","Export",6,75.067,30.336,47.885,625.62,507.568,
"H5","ALB"," Total","Albania","BLR","Belarus","Import",5,119.828,369.109,962.841,696.906,308.088,
"H5","ALB"," Total","Albania","BLZ","Belize","Export",6,7.84,,,,,
"H5","ALB"," Total","Albania","BLZ","Belize","Import",5,9.45,0.725,,0.062,,
"H5","ALB"," Total","Albania","BMU","Bermuda","Export",6,,3.291,,,,
"H5","ALB"," Total","Albania","BMU","Bermuda","Import",5,60.988,19.266,,0.532,,
"H5","ALB"," Total","Albania","BOL","Bolivia","Export",6,,24.632,,,,
"H5","ALB"," Total","Albania","BOL","Bolivia","Import",5,26.573,45.225,25.877,36.571,,
"H5","ALB"," Total","Albania","BRA","Brazil","Export",6,387.945,802.621,158.102,1508.503,245.942,
"H5","ALB"," Total","Albania","BRA","Brazil","Import",5,39556.689,29930.26,32617.601,36640.913,31179.843,
"H5","ALB"," Total","Albania","BRB","Barbados","Import",5,2.844,7.782,13.13,45.812,,
"H5","ALB"," Total","Albania","BRN","Brunei","Export",6,,,12.14,,,
"H5","ALB"," Total","Albania","BRN","Brunei","Import",5,3.137,9.78,0.017,8.135,,
"H5","ALB"," Total","Albania","BTN","Bhutan","Import",5,2.764,29.9,,15.552,,
"H5","ALB"," Total","Albania","BVT","Bouvet Island","Import",5,,,0.89,,,
"H5","ALB"," Total","Albania","BWA","Botswana","Import",5,,0.102,,,,
"H5","ALB"," Total","Albania","CAF","Central African Republic","Import",5,2.09,0.028,1.742,0.834,116.718,
"H5","ALB"," Total","Albania","CAN","Canada","Export",6,1150.568,2159.821,2214.6,3997.74,192.625,
"H5","ALB"," Total","Albania","CAN","Canada","Import",5,33987.804,46144.511,41090.453,60597.272,34641.662,
"H5","ALB"," Total","Albania","CCK","Cocos (Keeling) Islands","Import",5,0.514,0.379,2.891,4.403,,
"H5","ALB"," Total","Albania","CHE","Switzerland","Export",6,27176.301,8008.901,5810.768,13731.755,7930.535,
"H5","ALB"," Total","Albania","CHE","Switzerland","Import",5,94868.116,54138.262,92967.821,70861.914,211620.54,
"H5","ALB"," Total","Albania","CHL","Chile","Export",6,91.825,211.82,62.168,107.008,,
"H5","ALB"," Total","Albania","CHL","Chile","Import",5,410.855,742.112,696.209,2596.019,298.375,
"H5","ALB"," Total","Albania","CHN","China","Export",6,52735.388,56526.327,46049.693,87497.149,6170.631,
"H5","ALB"," Total","Albania","CHN","China","Import",5,498572.059,543619.612,485875.814,629848.58,348923.131,
"H5","ALB"," Total","Albania","CIV","Cote d'Ivoire","Export",6,486.599,505.264,152.754,599.099,751.328,
"H5","ALB"," Total","Albania","CIV","Cote d'Ivoire","Import",5,394.099,179.764,158.402,206.914,158.099,
"H5","ALB"," Total","Albania","CMR","Cameroon","Export",6,,23.429,496.94,1053.031,,
"H5","ALB"," Total","Albania","CMR","Cameroon","Import",5,449.767,282.133,346.451,309.721,186.021,
"H5","ALB"," Total","Albania","COG","Congo, Rep.","Export",6,31.991,,110.946,22.52,,
"H5","ALB"," Total","Albania","COG","Congo, Rep.","Import",5,35.777,19.234,62.847,6.175,,
"H5","ALB"," Total","Albania","COK","Cook Islands","Export",6,,,6.413,11.8,,
"H5","ALB"," Total","Albania","COK","Cook Islands","Import",5,1.464,,0.008,0.15,8.115,
"H5","ALB"," Total","Albania","COL","Colombia","Export",6,5.669,30.953,4.877,5.402,0.156,
"H5","ALB"," Total","Albania","COL","Colombia","Import",5,18142.746,14383.534,6176.026,34660.175,24936.707,
"H5","ALB"," Total","Albania","COM","Comoros","Export",6,,3.035,,,,
"H5","ALB"," Total","Albania","COM","Comoros","Import",5,6.397,0.162,31.271,,,
"H5","ALB"," Total","Albania","CPV","Cape Verde","Import",5,3.482,2.714,1.68,,0.309,
"H5","ALB"," Total","Albania","CRI","Costa Rica","Export",6,22.116,0.45,,54.227,,
